,1975.28,1.43,2201.07,1678.93,457.01,56.04
,7799.27,1.17,172.76,167.55,415.08,66.84
,5908.71,1.71,2259.55,118.70,3840.55,90.77
,3855.41,1.94,5987.26,2.62,136.07,74.50
,3128.45,1.17,3017.66,146.59,142.45,80.81
,8591.47,0.13,256.21,176.66,83.20,66.60
,5686.62,2236.85,2274.68,149.00,585.49,69.98
,2758.48,249.91,4384.73,384.91,2.44,95.60
,2157.73,824.77,184.12,1505.33,8.11,64.47
,5885.76,2250.87,864.49,102.41,0.13,113.60
,5613.81,1.56,4148.26,49.27,0.13,52.18
,23.25,4196.25,4715.34,126.28,0.26,43.00
,0.28,2857.91,1168.83,3403.15,436.61,92.37
,2.08,12.32,4699.22,2822.44,77.50,70.15
,5154.96,50.54,4163.38,3195.77,734.90,64.00
,961.77,0.13,532.06,57.94,857.91,99.93
,7050.66,0.13,1461.57,262.79,37.12,78.08
,4463.61,4756.07,290.20,2488.81,0.94,69.43
,5915.99,1266.76,712.65,190.13,979.61,88.24
,1.57,2029.78,2038.82,2414.96,3582.48,57.02
,2696.80,4318.14,1.57,4566.19,1046.03,70.54
,1269.36,5120.19,864.02,4.55,980.05,64.47
,3629.63,774.99,2936.22,1089.66,765.90,25.99
,4919.80,361.80,4600.01,111.55,1.06,41.65
,1036.33,6769.64,1064.98,130.52,1.01,14.46
,827.25,1399.30,238.51,5502.97,1.48,1.14
,3150.75,693.32,314.41,1300.61,0.80,1.08
,1.27,0.26,141.35,1180.47,0.98,1.22
,1.24,0.17,776.01,4.33,0.17,1.54
,0.25,0.25,1647.13,0.25,0.34,2.51
,0.24,1.13,0.20,0.33,0.17,2.13
,0.13,0.13,1.06,0.13,0.17,2.09
,0.24,0.29,0.24,1.20,,1.07
