,192.168.200.86,192.168.200.87,192.168.200.88,192.168.200.89,192.168.200.91,192.168.200.92
,1.47,1.43,1.44,1.49,1.44,112.38
,0.00,0.00,0.00,0.00,0.00,82.94
,1.61,1.22,1.54,1.49,3.69,98.01
,2.89,3.29,3.02,2.92,4.58,653.60
,10.75,4.32,4.24,4.32,6.15,2476.45
,14.13,8.87,6.91,8.01,11.86,3465.84
,32.57,23.25,12.57,13.16,19.92,2107.13
,54.53,27.49,19.11,17.78,24.94,3010.43
,40.27,51.97,44.08,22.94,44.03,3564.57
,814.79,49.95,54.02,45.32,52.14,3853.39
,6304.20,34.61,42.27,99.84,51.91,3544.20
,2004.35,41.22,266.06,333.67,64.54,3632.46
,1056.92,66.07,1535.32,1363.46,91.74,3555.04
,1446.31,56.28,1243.14,3200.61,92.10,3574.98
,785.74,237.51,36.70,407.51,150.81,2147.72
,361.21,227.71,27.88,458.20,692.79,879.72
,207.35,112.60,36.74,183.82,3406.28,3111.62
,937.56,92.23,50.15,907.79,991.96,3574.32
,233.26,441.67,42.38,3426.49,543.39,3968.17
,361.75,584.53,2202.33,7380.01,954.63,3845.23
,642.87,1731.35,683.41,8247.34,657.17,3572.79
,937.74,2052.43,95.87,7045.68,318.59,6238.28
,4254.75,4316.73,69.31,2785.92,150.46,3821.83
,3960.48,1437.76,506.70,6091.46,251.82,3130.68
,1492.67,5521.79,357.48,2984.64,831.32,3584.23
,2955.35,2266.74,465.69,2418.89,1126.90,3565.79
,4643.43,3785.20,1186.04,1900.60,1567.21,3422.68
,3283.62,3117.47,565.68,1847.64,709.02,2685.83
,2122.51,3823.07,546.44,1603.56,148.03,3020.82
,824.20,992.81,800.93,1000.63,725.15,4709.92
,1292.50,1744.33,1590.38,1631.35,115.95,3227.52
,1927.22,347.69,1773.11,331.42,101.98,3466.66
,153.29,399.63,1521.47,2284.29,359.25,3480.75
,42.49,198.43,276.22,308.37,193.06,4770.62
,79.98,265.39,68.93,52.39,299.77,5052.71
,552.69,225.60,235.99,126.05,348.00,3439.93
,138.04,52.07,434.90,541.04,1045.53,2963.22
,216.71,89.72,331.80,118.66,314.58,3287.29
,620.43,82.78,703.38,48.54,764.10,3388.68
,520.11,51.13,685.93,471.94,168.21,6588.92
,455.02,419.37,1164.18,2436.77,131.33,3767.22
,267.02,248.32,555.66,2828.97,176.72,3290.98
,232.23,265.96,480.35,1266.95,98.33,3076.16
,114.69,2468.03,300.41,546.84,253.22,6967.00
,52.80,507.07,183.79,1344.67,99.90,4210.56
,275.39,260.15,2866.87,1525.01,232.55,4513.41
,190.25,480.62,1614.25,1432.34,514.15,2916.32
,227.42,135.97,2457.43,272.57,124.19,4444.43
,195.11,796.40,644.92,4851.94,159.41,2757.19
,251.06,136.29,388.51,1557.18,925.07,6521.79
,520.49,1013.80,1894.26,1759.02,705.43,4699.97
,344.51,505.39,1548.17,1164.15,1202.10,4287.31
,116.16,338.47,796.43,1136.43,995.30,5543.24
,196.36,529.49,366.11,991.90,113.57,2938.04
,209.43,398.66,384.94,2984.93,1083.85,3066.53
,245.51,107.78,535.37,1213.45,656.42,6153.67
,64.60,93.74,716.93,535.54,328.35,3557.18
,1599.92,146.99,1181.77,260.60,153.56,4871.51
,676.52,181.68,2128.46,1399.97,141.00,3662.24
,1053.60,221.59,1346.30,4423.27,71.75,1634.37
,1665.81,177.74,510.03,3019.26,118.63,3600.83
,1611.69,191.91,3409.77,3164.22,106.54,4015.15
,2683.51,401.58,499.05,2132.24,170.45,6301.71
,776.90,762.78,67.34,1001.49,45.98,7175.76
,494.72,419.76,138.01,385.07,50.57,6985.71
,740.08,531.32,275.24,297.65,137.96,3256.56
,1149.57,297.28,197.05,623.92,88.71,2254.16
,1469.43,784.96,287.34,1135.46,88.07,3504.64
,6406.79,856.82,198.12,3560.63,81.52,2940.80
,600.17,887.98,233.87,288.45,52.25,3014.36
,4328.19,525.64,190.30,1937.49,62.89,3754.67
,1439.21,1138.47,609.56,555.50,174.59,4532.07
,1916.54,965.52,470.53,642.66,92.31,3619.41
,5555.53,401.52,400.86,298.78,44.87,3088.42
,2327.02,129.01,196.93,791.60,72.07,3040.74
,2103.62,831.95,819.54,331.50,57.73,3884.22
,3240.07,103.16,865.85,121.22,59.06,5541.59
,3782.61,73.89,871.65,408.19,158.71,3785.88
,2385.46,61.99,377.69,83.14,70.80,2979.17
,314.05,42.00,425.58,291.62,61.81,6596.90
,351.59,46.53,294.48,136.29,43.35,3339.34
,1622.43,41.91,687.02,54.99,62.58,3179.36
,405.58,115.54,350.12,298.36,63.21,5633.62
,426.95,148.72,296.05,210.38,84.97,4046.80
,624.14,71.51,169.73,124.23,42.30,2844.52
,438.65,51.51,503.02,104.84,101.41,4820.13
,496.67,814.09,205.33,345.55,52.41,5086.87
,3513.41,389.96,161.76,805.68,49.71,4015.91
,666.76,1767.56,232.36,734.55,54.29,2813.38
,2215.34,324.78,855.82,872.38,108.09,971.52
,122.31,891.53,4270.26,791.56,67.61,1789.42
,499.67,545.42,4352.51,329.02,49.87,1798.10
,65.70,61.68,579.27,227.36,54.77,861.75
,593.52,129.78,3129.51,1373.32,73.25,1059.29
,3278.24,108.02,64.90,4969.29,221.57,4141.52
,245.98,3549.82,150.11,3551.34,162.07,2647.29
,3502.32,1952.91,130.18,283.39,52.10,2680.93
,71.45,274.78,277.92,2721.78,73.42,2867.65
