192.168.200.86,192.168.200.87,192.168.200.88,192.168.200.89,192.168.200.91,192.168.200.92
17.12,18.28,15.79,16.07,15.16,27.42
11.88,11.94,12.95,13.65,11.40,813.04
15.53,13.05,15.23,14.17,8.78,6979.69
16.76,13.38,14.83,14.07,12.40,6837.47
19.82,15.47,18.03,17.04,5.91,7641.93
8.17,11.03,10.70,10.07,7.78,8265.86
6.86,13.11,10.26,9.36,4.38,9547.87
6.96,9.90,10.79,15.33,7.47,9718.07
6.10,10.53,8.93,12.62,5.32,9026.45
8.40,18.54,9.67,8.16,13.71,9033.56
16.27,6.16,12.64,12.63,8.21,8813.28
44.18,17.50,9.95,11.08,10.99,9246.00
50.55,14.47,13.72,12.52,8.26,5841.71
62.87,12.32,12.34,16.19,10.69,7095.10
60.35,18.59,29.72,16.70,13.59,8268.37
27.50,33.11,50.69,15.69,11.73,8162.57
27.96,36.00,13.34,44.15,16.41,8000.89
32.66,24.05,36.11,33.45,14.43,9822.03
23.63,23.51,28.23,47.27,19.39,9636.51
19.45,23.61,42.51,28.47,21.14,9376.28
37.44,19.00,50.38,16.37,36.26,7508.53
42.26,18.55,27.97,24.41,36.26,9761.18
28.90,26.16,28.76,30.41,26.61,5089.39
31.23,30.52,17.03,27.20,23.25,9022.98
26.40,18.55,12.61,19.62,33.93,8593.04
47.50,19.70,15.89,11.39,10.23,7597.76
18.74,32.08,20.50,22.34,16.05,9288.19
20.96,31.58,44.38,28.34,22.52,7089.52
21.32,18.46,41.06,25.68,14.07,8007.96
22.31,14.92,29.59,48.43,12.59,3509.27
23.34,33.63,25.47,21.88,11.17,7648.22
32.92,33.32,33.04,29.24,11.29,9361.40
24.64,20.45,14.58,22.24,23.54,10015.30
45.09,47.48,17.43,17.53,13.55,8526.40
43.98,21.13,19.39,11.27,34.41,8531.48
15.84,15.69,31.48,18.45,11.87,5707.84
12.13,21.02,40.11,39.59,14.87,8318.72
9.47,18.50,20.71,26.95,12.09,9380.24
30.85,25.57,10.95,22.23,13.73,8837.66
17.37,21.53,12.26,18.98,9.65,9382.17
12.14,34.91,11.88,18.11,26.90,9902.95
42.51,20.90,13.76,41.62,8.26,3315.90
47.18,23.33,13.01,46.49,9.87,5812.72
36.64,36.28,15.99,32.52,10.75,6973.01
30.25,22.88,12.78,25.48,10.80,5189.12
8.44,19.36,19.02,11.67,13.95,9817.43
7.67,20.63,18.64,51.58,14.38,8997.22
9.57,36.98,42.85,26.18,13.27,7333.56
12.83,39.23,27.47,20.14,14.28,8257.80
11.68,25.08,31.91,35.06,35.29,5755.84
32.02,16.87,34.65,48.66,35.08,9613.20
21.55,13.90,22.69,22.71,21.56,8214.43
21.72,14.50,13.21,42.22,7.73,6459.36
9.48,15.60,16.41,31.83,24.20,8668.94
22.95,12.30,15.16,23.77,12.52,9117.96
41.66,21.58,40.25,16.74,23.25,7225.49
9.49,37.05,22.30,20.92,14.85,8314.04
37.91,18.40,25.15,26.67,18.66,5734.62
33.90,34.73,23.16,17.92,26.33,7967.95
25.64,32.94,14.95,23.51,29.39,8365.39
31.50,24.36,22.64,12.00,15.11,6295.57
39.65,20.17,32.95,26.04,19.77,10058.35
26.72,23.37,13.40,36.34,11.70,8861.32
12.14,10.15,21.84,36.65,12.92,8436.09
8.00,24.37,39.27,39.75,26.66,6811.72
9.88,25.29,49.00,22.48,14.40,10076.03
11.45,39.48,18.18,11.91,16.67,8688.70
10.21,33.86,15.11,24.50,13.27,8342.38
38.41,30.60,8.21,19.35,10.58,8405.48
11.41,15.39,26.77,30.92,14.47,6163.12
22.56,40.00,41.74,20.38,8.73,9458.46
