192.168.200.86,192.168.200.87,192.168.200.88,192.168.200.89,192.168.200.91,192.168.200.92
49.99,55.57,63.62,64.60,71.77,22.57
32.22,32.05,56.68,44.15,64.13,36.55
54.78,44.83,65.85,55.16,62.84,772.75
66.72,61.67,60.38,53.15,48.02,3032.59
97.61,96.36,58.93,81.61,44.36,3665.97
47.87,49.63,48.41,55.22,34.81,3454.44
56.56,38.33,32.81,43.18,22.08,3379.69
57.50,36.58,20.30,30.76,15.91,2759.00
77.43,31.78,29.73,31.45,56.24,2832.58
80.22,53.41,38.04,42.57,45.29,2737.62
80.63,44.52,46.48,39.41,63.50,3210.88
60.03,41.89,58.96,42.16,57.99,3347.27
78.33,53.13,65.41,49.85,68.13,3413.58
94.55,60.10,83.91,65.22,77.88,2878.16
123.44,97.22,97.89,99.95,45.25,3182.14
104.40,85.06,89.23,88.90,68.63,2769.72
72.68,56.97,77.80,58.52,32.53,2966.03
81.33,53.88,55.66,59.29,39.67,3564.61
62.55,41.72,55.54,49.44,37.62,2849.03
59.67,45.95,41.20,41.17,42.43,2916.25
48.17,47.40,46.45,43.63,75.58,3288.64
62.93,60.23,39.83,45.47,91.66,3366.13
49.86,44.26,48.49,56.52,55.25,2583.92
53.94,53.03,52.23,48.66,61.81,2812.71
57.69,57.87,60.81,56.28,64.68,3115.94
78.28,53.65,78.36,74.49,45.13,3046.93
90.08,71.77,75.01,94.24,81.33,3052.51
109.68,84.98,80.08,78.80,53.54,1678.34
97.64,70.69,72.88,97.19,34.38,3555.70
72.06,61.62,55.80,61.24,46.42,5718.21
80.15,57.40,56.61,61.98,76.37,6321.46
57.78,50.19,42.62,42.73,75.51,5000.02
63.17,53.02,54.76,51.06,122.77,5830.50
61.12,55.84,66.59,59.74,37.85,5711.48
64.48,55.45,57.64,56.74,37.82,5477.54
56.01,50.31,57.10,44.91,74.58,4476.74
56.92,63.84,56.46,48.39,53.93,5584.79
127.00,99.41,121.53,106.56,32.36,5239.47
86.09,72.23,98.96,75.17,50.86,5545.93
68.75,65.27,106.49,63.26,42.76,5701.85
71.55,54.53,68.05,57.91,82.70,7174.59
87.11,74.49,47.78,96.69,58.68,6401.76
64.92,81.43,56.47,81.50,39.00,7052.93
76.59,56.08,58.55,48.98,62.17,6993.91
68.78,62.64,47.91,48.17,89.30,7219.50
66.79,48.78,32.57,39.28,44.28,6753.29
45.80,71.13,54.31,38.57,64.28,5965.67
51.48,44.88,41.69,53.35,48.58,4064.30
51.23,32.82,29.62,52.39,41.71,5913.10
56.25,40.96,41.43,46.30,28.97,7762.27
65.74,54.36,50.99,75.43,46.82,6145.14
115.92,52.09,62.12,91.21,43.95,4223.11
115.92,66.40,72.00,108.63,70.16,7088.41
73.86,83.32,82.37,98.73,88.42,8185.87
75.84,58.74,62.49,66.00,91.02,5745.78
53.74,57.86,43.17,47.45,48.85,6427.11
60.82,45.04,28.10,51.84,35.92,6058.42
66.66,29.39,27.31,50.38,38.43,5342.48
88.70,28.00,28.31,36.25,51.19,5976.35
56.31,62.39,73.48,61.07,49.61,6521.24
79.76,52.04,54.24,106.98,64.41,5942.06
62.18,44.44,51.30,77.30,67.85,6524.56
70.99,53.83,57.20,62.87,49.21,6891.64
125.25,56.12,74.90,111.55,42.12,7507.18
84.62,72.24,64.99,75.14,99.25,7418.62
106.37,80.64,74.56,81.13,20.05,7841.72
95.14,78.75,69.43,79.37,63.11,6181.89
69.99,75.08,44.40,66.32,39.52,5758.88
81.32,56.43,43.90,55.61,56.70,3788.95
61.89,51.85,38.77,55.41,46.13,4974.04
47.20,41.99,32.74,35.67,67.30,5420.17
80.26,56.43,53.47,57.53,78.79,6264.19
72.07,44.67,91.31,113.21,57.56,7021.97
109.57,78.49,72.95,98.57,96.11,3689.67
76.40,63.98,84.68,69.42,43.58,6660.73
49.60,53.13,72.80,50.04,50.50,7418.58
56.69,44.71,51.83,34.06,40.08,3649.05
52.43,23.14,28.41,22.07,26.10,4721.19
73.27,35.82,27.23,27.74,63.56,5199.46
75.62,92.32,30.06,69.64,45.59,6122.85
84.63,84.57,31.79,74.25,51.58,4661.99
72.49,83.86,48.38,44.63,42.09,5874.48
53.71,36.74,53.75,62.66,61.11,6709.26
66.84,44.97,41.70,46.36,70.34,6565.76
109.53,51.63,48.13,60.17,32.82,6059.89
66.28,53.72,80.28,90.41,49.17,5266.47
70.97,52.31,74.00,108.54,32.57,5178.79
54.00,49.38,93.17,54.65,59.72,2876.65
45.79,48.85,77.17,65.25,54.65,7004.40
48.47,43.71,57.21,33.02,59.88,6480.16
63.91,61.90,29.14,24.20,60.67,6651.77
55.42,83.68,44.83,40.22,40.67,6226.34
85.70,83.27,37.04,57.21,29.55,6878.71
54.76,93.95,44.53,59.30,44.63,6033.85
56.73,66.96,50.20,58.68,69.52,6605.27
70.14,48.28,60.18,37.37,61.25,7278.52
63.57,30.15,46.27,33.12,62.20,7485.67
99.50,34.66,33.36,58.81,56.37,7167.52
94.66,47.89,50.47,93.87,80.53,7112.74
99.77,54.67,71.93,87.43,69.94,6053.73
65.06,52.55,85.31,77.20,70.18,6940.11
52.44,65.34,64.62,35.62,27.73,7782.57
62.92,78.25,65.25,69.10,43.86,6308.02
89.29,80.24,35.01,50.38,25.82,6313.57
70.42,66.73,41.67,63.70,30.95,6690.47
65.06,61.18,52.13,40.99,88.87,6489.41
58.73,42.17,54.78,51.87,88.62,8099.19
52.63,42.49,43.80,30.24,66.78,5417.43
51.80,44.58,42.49,39.24,69.70,7208.53
69.41,67.01,58.72,70.33,81.42,7892.74
126.41,61.85,64.48,117.36,40.01,6755.55
88.20,83.29,56.76,112.37,51.22,5383.51
71.43,65.16,69.34,77.51,30.49,5105.50
91.96,99.52,75.95,66.04,56.93,7145.97
86.72,68.81,64.85,66.62,41.29,4350.26
66.59,74.14,64.65,61.05,124.87,5033.57
66.68,24.91,48.65,44.90,47.35,6738.86
82.12,55.64,42.16,59.87,18.30,5349.12
62.62,43.21,48.52,31.06,96.56,6784.37
46.58,29.72,52.29,35.02,90.31,3124.25
88.19,42.69,61.49,45.32,50.70,4602.99
66.00,61.08,75.23,87.05,39.24,7856.55
88.06,67.75,73.46,112.71,21.44,7982.44
108.81,71.90,77.22,51.52,49.36,6646.11
116.57,68.41,86.15,66.45,83.66,5843.50
59.18,60.78,59.72,74.34,64.43,7613.84
69.50,63.54,53.94,39.03,48.38,6766.55
51.79,26.49,46.14,36.85,38.86,6860.92
50.93,24.52,29.85,25.33,85.38,7222.58
71.35,21.96,32.17,24.09,61.47,5219.35
98.79,35.18,58.20,65.00,53.25,5436.73
64.41,50.77,60.66,83.89,37.03,6778.23
42.62,53.42,42.99,84.86,36.65,7770.55
42.23,43.74,56.15,52.96,13.41,5239.36
116.86,58.77,70.89,39.44,75.77,6324.92
99.45,86.84,75.70,69.72,71.39,6049.26
75.91,78.56,82.19,89.04,59.54,7381.94
59.44,88.52,75.69,56.48,44.88,4963.97
41.01,29.57,74.26,28.99,49.67,5615.36
63.73,54.68,18.93,56.51,66.55,7074.37
59.72,62.93,26.41,53.20,68.06,4782.38
92.59,45.94,45.93,80.59,76.85,6874.21
81.94,52.69,34.27,78.25,32.70,7283.05
64.38,40.22,42.24,48.43,78.99,5646.70
58.68,48.23,63.19,43.08,50.08,5295.24
68.53,35.17,59.93,62.51,53.03,5549.68
96.44,52.79,53.13,51.25,55.48,2256.54
111.01,61.61,72.46,73.33,14.32,6811.43
69.48,114.58,106.67,63.07,32.75,6901.76
67.84,104.29,66.65,51.23,77.68,7397.57
54.66,61.82,43.48,51.79,51.71,6854.38
81.78,72.27,64.88,119.41,45.10,6540.88
116.77,35.28,50.27,82.32,52.42,5083.71
75.73,34.68,72.01,58.26,70.72,5788.15
65.53,31.50,70.27,38.32,56.07,5022.65
64.70,42.27,61.09,51.71,71.41,7473.87
52.55,49.73,59.70,34.39,19.53,6711.03
82.88,53.04,68.99,44.43,46.56,6857.95
131.11,84.66,86.96,84.82,54.79,6105.52
88.64,109.22,75.26,75.98,28.64,5600.81
62.82,87.55,75.07,67.84,57.90,5724.58
70.57,53.58,67.97,55.38,42.61,5460.99
97.19,43.68,32.28,73.64,61.01,7299.71
85.31,41.28,44.20,93.69,50.69,4360.86
77.25,52.00,51.28,71.48,41.60,6546.35
46.17,47.65,68.13,56.56,40.68,6219.63
67.28,42.35,52.34,46.37,53.43,6891.05
64.81,49.18,60.49,50.34,42.78,6998.80
49.38,45.81,41.13,44.30,42.82,7161.34
65.26,39.04,34.80,28.80,57.59,3296.42
73.80,39.77,53.52,28.11,49.88,8242.56
75.03,73.24,60.13,55.09,38.87,5389.62
93.36,70.90,55.84,63.76,60.06,7220.97
152.30,88.67,74.31,68.32,75.62,5713.01
71.18,69.58,65.92,103.33,57.88,7269.00
90.44,53.51,67.60,95.65,46.67,7891.79
57.37,54.57,102.37,79.87,52.40,6709.12
75.99,37.80,46.76,49.16,36.55,5915.35
48.53,28.51,30.63,38.58,34.19,5492.76
61.90,36.01,31.74,61.94,62.70,5263.59
57.31,57.13,51.16,32.34,42.49,5301.42
60.67,70.36,45.57,34.86,31.64,4649.49
60.48,89.32,50.24,46.40,56.17,5430.50
54.38,70.27,42.62,59.58,106.01,5107.60
