192.168.200.86,192.168.200.87,192.168.200.88,192.168.200.89,192.168.200.91,192.168.200.92
1.51,1.54,1.52,1.63,1.26,16.47
0.17,0.17,0.17,0.10,0.07,0.70
0.00,0.00,0.00,0.00,0.00,0.88
0.00,0.00,0.00,0.00,0.00,2.34
0.78,0.80,0.79,0.81,0.40,1.48
0.52,0.48,0.53,0.55,0.49,5.94
1.60,1.15,0.89,0.59,1.38,1.48
0.71,2.44,2.35,2.23,2.45,2.46
0.76,2.00,1.68,1.66,2.04,1.55
2.81,1.70,1.96,3.63,2.02,1.53
2.10,2.17,2.12,0.84,2.15,1.59
2.15,2.20,2.12,0.87,2.18,1.66
0.70,0.70,0.71,0.70,0.71,2.29
0.75,0.71,0.70,0.71,0.75,1.40
0.71,0.75,0.75,0.75,1.00,3.18
0.96,0.96,0.97,0.99,0.88,1.08
1.92,0.88,0.88,0.88,1.64,0.95
0.59,1.76,1.70,1.78,0.82,0.97
0.13,0.81,1.16,0.81,1.18,0.95
1.47,0.81,1.16,2.10,1.18,0.98
1.10,1.16,1.06,0.13,1.15,1.02
1.06,1.15,1.05,0.13,0.13,1.24
0.13,0.13,0.13,0.13,0.13,1.82
0.13,0.13,0.13,0.13,0.13,1.42
0.13,0.13,0.13,0.13,0.26,3.08
0.26,0.26,0.26,0.26,0.13,0.94
1.27,0.13,0.13,0.13,1.61,0.96
0.59,1.77,1.68,1.82,0.82,0.96
0.13,0.80,1.16,0.80,0.82,0.99
1.41,0.81,0.81,1.93,1.19,0.92
1.06,1.16,1.05,0.13,0.54,0.98
1.06,1.14,1.04,0.13,0.13,1.20
0.13,0.13,0.13,0.13,0.13,1.91
0.13,0.13,0.13,0.13,0.26,1.43
0.13,0.13,0.13,0.13,0.13,3.55
0.26,0.27,0.26,0.26,1.56,1.04
1.28,0.13,0.17,0.13,1.16,0.98
0.63,1.76,1.64,1.72,1.18,1.05
0.13,0.80,1.18,0.82,1.18,0.93
1.41,0.82,1.16,2.12,1.18,0.99
1.09,1.18,1.08,0.17,0.17,1.19
1.04,1.15,1.06,0.13,0.17,1.89
0.13,0.17,0.17,0.17,0.13,1.37
0.13,0.13,0.13,0.13,0.26,3.41
0.17,0.13,0.17,0.13,1.10,1505.07
0.26,0.26,0.26,0.26,1.08,5785.89
1.31,0.13,0.13,0.13,1.16,1145.91
0.64,1.74,1.62,1.72,1.20,2536.71
0.13,0.80,1.18,0.81,1.19,4176.89
1.40,0.82,59.25,2.06,5.07,5651.19
1.65,1.19,20.56,0.17,3.04,4805.16
1.14,11.44,1108.38,0.13,2.53,1726.51
0.26,71.22,7746.83,0.46,23.10,1695.37
0.13,28.06,3560.30,0.13,1.26,5908.34
0.26,14.67,4073.40,0.26,26.44,4123.71
1.33,9.03,3988.47,0.13,24.87,7841.58
1.90,58.28,8956.56,1.79,491.64,9041.47
17.84,247.78,5319.48,8.59,2120.22,7624.97
6.61,3253.01,2364.35,13.90,516.88,6196.70
102.15,914.98,1888.75,29.06,724.16,6485.79
228.16,430.30,2701.73,51.85,905.82,7040.15
1157.14,3207.92,3552.75,36.99,1919.41,6389.16
1086.29,615.46,1354.81,171.64,919.08,3419.12
3346.23,552.55,802.81,78.79,1031.82,8739.41
1581.54,272.06,758.64,100.59,1634.64,8211.78
2395.06,227.88,2636.67,124.30,626.31,8912.88
4719.45,521.19,432.63,237.33,1088.41,6698.28
947.80,165.79,1457.20,71.06,23.60,8496.30
618.81,241.71,355.54,195.67,1409.66,3455.72
497.85,925.38,1683.67,988.99,947.67,1233.91
3584.28,0.80,860.39,1097.85,986.88,6738.42
268.63,0.17,1800.52,1333.29,1639.05,1539.00
1094.30,9.58,3938.16,374.16,1353.05,3810.74
1764.20,12.72,4598.56,1652.21,1086.86,7249.16
1196.88,567.02,2591.84,2012.95,95.80,2033.27
328.36,164.55,4525.26,4566.19,790.84,3724.56
2141.17,13.08,2915.22,520.08,3522.41,5856.81
3901.99,166.62,1809.98,1166.60,1817.46,3998.35
3604.98,56.79,819.11,2058.80,1913.69,4599.90
3088.21,5.39,2187.91,1664.21,1168.38,8207.67
5251.66,17.65,5870.01,3459.12,1305.59,3052.76
1712.78,11.18,5141.77,2191.13,1350.49,6331.86
167.55,8.96,2760.18,4438.87,1623.57,7559.13
2314.02,31.54,2634.10,3905.07,1456.22,6613.26
3040.58,41.38,5970.93,2534.82,1139.61,5703.70
1081.58,20.11,1433.21,3896.06,919.09,883.65
1905.80,25.40,700.60,4584.49,490.43,6021.94
667.62,124.06,388.11,1778.40,370.12,6007.83
1333.72,132.07,2220.70,1278.90,177.07,7180.08
55.93,146.71,1611.11,2880.86,576.67,7161.40
3500.43,335.07,5193.95,2455.58,1132.22,7372.45
1443.19,474.74,471.47,952.20,342.15,4899.18
2977.17,330.90,3502.47,886.60,465.59,3223.44
7994.30,423.39,342.08,1071.14,744.27,3253.22
7377.65,104.77,295.91,316.64,2437.09,6949.30
2995.45,434.43,3163.58,779.29,866.37,3834.57
7107.18,1091.08,265.79,924.04,230.39,2187.61
8184.02,640.16,68.18,433.56,320.01,4343.39
331.37,834.31,675.50,3516.26,1408.75,2630.99
2555.90,340.82,1008.22,3866.40,1353.74,2708.86
772.51,421.87,1779.16,307.44,155.31,5430.47
4113.22,452.78,1697.98,882.48,205.42,3689.92
1826.31,341.72,784.27,1438.91,1452.75,4279.39
1.39,79.10,1388.17,2851.34,799.69,8654.99
2366.53,321.68,2648.92,3526.15,15.87,8033.97
28.13,109.19,5118.16,1118.74,234.10,6537.80
2312.13,231.81,1325.08,577.76,112.94,5844.74
1683.12,253.76,1321.25,420.99,2038.96,6237.06
1387.21,87.58,928.77,489.07,2239.79,5936.35
2164.85,86.11,4224.09,1031.92,2949.35,5892.84
6155.41,191.56,2327.56,238.98,866.90,6351.59
2815.37,84.71,6066.54,732.60,1570.11,5212.53
5432.74,103.77,1690.51,860.91,879.08,1776.04
1056.48,1881.40,2527.20,1494.93,191.25,4060.63
4807.80,1632.32,3562.49,2249.88,936.64,6304.16
5924.37,127.77,532.18,400.91,1542.92,6641.40
